,symbol,metric,value
3049,QRVO,Avg. Volume,"1,342,490"
3050,PWR,Previous Close,141.22
3051,PWR,Open,141.70
3052,PWR,Bid,139.02 x 800
3053,PWR,Ask,160.77 x 800
3054,PWR,Day's Range,141.70 - 145.52
3055,PWR,52 Week Range,93.91 - 146.84
3056,PWR,Volume,"719,027"
3057,PWR,Avg. Volume,"1,406,675"
3058,QCOM,Previous Close,140.72
3059,QCOM,Open,140.25
3060,QCOM,Bid,0.00 x 1100
3061,QCOM,Ask,143.56 x 800
3062,QCOM,Day's Range,138.61 - 141.71
3063,QCOM,52 Week Range,118.23 - 193.58
3064,QCOM,Volume,"5,113,128"
3065,QCOM,Avg. Volume,"8,507,809"
3066,DGX,Previous Close,130.05
3067,DGX,Open,129.55
3068,DGX,Bid,0.00 x 800
3069,DGX,Ask,0.00 x 800
3070,DGX,Day's Range,127.54 - 129.55
3071,DGX,52 Week Range,125.33 - 174.16
3072,DGX,Volume,"925,844"
3073,DGX,Avg. Volume,"859,437"
3074,RL,Previous Close,95.27
3075,RL,Open,95.15
3076,RL,Bid,0.00 x 900
3077,RL,Ask,0.00 x 1200
3078,RL,Day's Range,94.13 - 95.71
3079,RL,52 Week Range,86.54 - 135.99
3080,RL,Volume,"964,283"
3081,RL,Avg. Volume,"960,654"
3082,RJF,Previous Close,108.89
3083,RJF,Open,107.02
3084,RJF,Bid,106.57 x 800
3085,RJF,Ask,106.69 x 800
3086,RJF,Day's Range,106.04 - 107.35
3087,RJF,52 Week Range,84.86 - 117.37
3088,RJF,Volume,"237,629"
3089,RJF,Avg. Volume,"1,192,990"
3090,RTX,Previous Close,92.43
3091,RTX,Open,92.97
3092,RTX,Bid,93.35 x 900
3093,RTX,Ask,94.72 x 1000
3094,RTX,Day's Range,92.80 - 93.58
3095,RTX,52 Week Range,79.00 - 106.02
3096,RTX,Volume,"2,285,316"
3097,RTX,Avg. Volume,"4,392,632"
3098,O,Previous Close,70.61
3099,O,Open,70.61
3100,O,Bid,70.30 x 800
3101,O,Ask,0.00 x 1200
3102,O,Day's Range,70.54 - 70.97
3103,O,52 Week Range,62.29 - 75.40
3104,O,Volume,"2,929,365"
3105,O,Avg. Volume,"3,624,938"
3106,REG,Previous Close,62.99
3107,REG,Open,63.30
3108,REG,Bid,55.00 x 1100
3109,REG,Ask,69.07 x 800
3110,REG,Day's Range,62.74 - 63.62
3111,REG,52 Week Range,55.78 - 78.78
3112,REG,Volume,"527,574"
3113,REG,Avg. Volume,"942,926"
3114,REGN,Previous Close,602.53
3115,REGN,Open,600.18
3116,REGN,Bid,0.00 x 1200
3117,REGN,Ask,650.00 x 900
3118,REGN,Day's Range,597.00 - 605.72
3119,REGN,52 Week Range,538.01 - 747.42
3120,REGN,Volume,"386,463"
3121,REGN,Avg. Volume,"644,475"
3122,RF,Previous Close,22.05
3123,RF,Open,22.01
3124,RF,Bid,0.00 x 3100
3125,RF,Ask,22.54 x 3000
3126,RF,Day's Range,21.86 - 22.22
3127,RF,52 Week Range,18.01 - 25.57
3128,RF,Volume,"4,604,139"
3129,RF,Avg. Volume,"7,011,379"
3130,RSG,Previous Close,145.74
3131,RSG,Open,145.86
3132,RSG,Bid,0.00 x 800
3133,RSG,Ask,0.00 x 1300
3134,RSG,Day's Range,145.67 - 147.18
3135,RSG,52 Week Range,113.57 - 148.26
3136,RSG,Volume,"664,805"
3137,RSG,Avg. Volume,"1,074,666"
3138,RMD,Previous Close,233.49
3139,RMD,Open,231.63
3140,RMD,Bid,228.86 x 900
3141,RMD,Ask,229.02 x 800
3142,RMD,Day's Range,228.79 - 232.90
3143,RMD,52 Week Range,189.40 - 301.34
3144,RMD,Volume,"238,921"
3145,RMD,Avg. Volume,"568,770"
3146,RHI,Previous Close,81.39
3147,RHI,Open,80.03
3148,RHI,Bid,0.00 x 800
3149,RHI,Ask,0.00 x 800
3150,RHI,Day's Range,77.97 - 80.12
3151,RHI,52 Week Range,73.10 - 125.77
3152,RHI,Volume,"665,738"
3153,RHI,Avg. Volume,"1,047,420"
3154,ROK,Previous Close,243.42
3155,ROK,Open,243.66
3156,ROK,Bid,0.00 x 900
3157,ROK,Ask,272.00 x 800
3158,ROK,Day's Range,241.30 - 245.80
3159,ROK,52 Week Range,190.08 - 354.99
3160,ROK,Volume,"776,728"
3161,ROK,Avg. Volume,"993,656"
3162,ROL,Previous Close,36.40
3163,ROL,Open,36.18
3164,ROL,Bid,35.88 x 900
3165,ROL,Ask,35.89 x 800
3166,ROL,Day's Range,35.72 - 36.31
3167,ROL,52 Week Range,28.51 - 40.11
3168,ROL,Volume,"747,350"
3169,ROL,Avg. Volume,"1,577,338"
3170,ROP,Previous Close,433.32
3171,ROP,Open,429.22
3172,ROP,Bid,422.44 x 1100
3173,ROP,Ask,588.02 x 900
3174,ROP,Day's Range,421.48 - 430.43
3175,ROP,52 Week Range,369.51 - 505.00
3176,ROP,Volume,"366,622"
3177,ROP,Avg. Volume,"542,911"
3178,ROST,Previous Close,87.96
3179,ROST,Open,87.77
3180,ROST,Bid,76.56 x 800
3181,ROST,Ask,97.00 x 1100
3182,ROST,Day's Range,87.20 - 90.75
3183,ROST,52 Week Range,69.24 - 123.36
3184,ROST,Volume,"2,746,765"
3185,ROST,Avg. Volume,"3,087,556"
3186,RCL,Previous Close,38.96
3187,RCL,Open,39.01
3188,RCL,Bid,41.96 x 900
3189,RCL,Ask,43.00 x 1000
3190,RCL,Day's Range,38.93 - 41.99
3191,RCL,52 Week Range,31.09 - 98.27
3192,RCL,Volume,"6,490,149"
3193,RCL,Avg. Volume,"7,322,241"
3194,SPGI,Previous Close,372.80
3195,SPGI,Open,372.94
3196,SPGI,Bid,360.20 x 900
3197,SPGI,Ask,415.49 x 1800
3198,SPGI,Day's Range,371.99 - 376.72
3199,SPGI,52 Week Range,311.87 - 484.21
3200,SPGI,Volume,"1,012,370"
3201,SPGI,Avg. Volume,"2,191,980"
3202,CRM,Previous Close,176.00
3203,CRM,Open,176.67
3204,CRM,Bid,0.00 x 900
3205,CRM,Ask,169.68 x 1400
3206,CRM,Day's Range,176.06 - 181.23
3207,CRM,52 Week Range,154.55 - 311.75
3208,CRM,Volume,"9,385,957"
3209,CRM,Avg. Volume,"6,710,558"
3210,SBAC,Previous Close,344.49
3211,SBAC,Open,344.28
3212,SBAC,Bid,339.17 x 800
3213,SBAC,Ask,339.45 x 800
3214,SBAC,Day's Range,337.61 - 345.07
3215,SBAC,52 Week Range,286.41 - 391.15
3216,SBAC,Volume,"303,729"
3217,SBAC,Avg. Volume,"622,406"
3218,SLB,Previous Close,39.36
3219,SLB,Open,39.14
3220,SLB,Bid,40.00 x 2200
3221,SLB,Ask,40.24 x 1100
3222,SLB,Day's Range,39.14 - 40.10
3223,SLB,52 Week Range,26.44 - 49.83
3224,SLB,Volume,"11,275,353"
3225,SLB,Avg. Volume,"13,468,922"
3226,STX,Previous Close,75.56
3227,STX,Open,75.34
3228,STX,Bid,68.88 x 1200
3229,STX,Ask,85.90 x 800
3230,STX,Day's Range,75.30 - 76.69
3231,STX,52 Week Range,67.36 - 117.67
3232,STX,Volume,"1,131,225"
3233,STX,Avg. Volume,"1,896,211"
3234,SEE,Previous Close,55.47
3235,SEE,Open,56.33
3236,SEE,Bid,57.30 x 800
3237,SEE,Ask,57.32 x 1000
3238,SEE,Day's Range,55.94 - 57.48
3239,SEE,52 Week Range,54.51 - 70.72
3240,SEE,Volume,"826,815"
3241,SEE,Avg. Volume,"935,653"
3242,SRE,Previous Close,168.30
3243,SRE,Open,168.30
3244,SRE,Bid,0.00 x 800
3245,SRE,Ask,169.37 x 1000
3246,SRE,Day's Range,167.53 - 169.35
3247,SRE,52 Week Range,119.56 - 173.28
3248,SRE,Volume,"965,150"
3249,SRE,Avg. Volume,"1,471,782"
3250,NOW,Previous Close,459.99
3251,NOW,Open,460.29
3252,NOW,Bid,435.00 x 1100
3253,NOW,Ask,496.00 x 1200
3254,NOW,Day's Range,455.16 - 463.42
3255,NOW,52 Week Range,406.47 - 707.60
3256,NOW,Volume,"821,894"
3257,NOW,Avg. Volume,"1,677,658"
3258,SHW,Previous Close,238.08
3259,SHW,Open,238.26
3260,SHW,Bid,223.00 x 1000
3261,SHW,Ask,0.00 x 1000
3262,SHW,Day's Range,237.12 - 242.69
3263,SHW,52 Week Range,214.22 - 354.15
3264,SHW,Volume,"1,380,648"
3265,SHW,Avg. Volume,"1,721,569"
3266,SBNY,Previous Close,186.08
3267,SBNY,Open,185.74
3268,SBNY,Bid,187.02 x 800
3269,SBNY,Ask,187.63 x 800
3270,SBNY,Day's Range,185.65 - 187.71
3271,SBNY,52 Week Range,165.36 - 374.76
3272,SBNY,Volume,"20,995"
3273,SBNY,Avg. Volume,"899,524"
3274,SPG,Previous Close,106.84
3275,SPG,Open,106.61
3276,SPG,Bid,104.78 x 800
3277,SPG,Ask,0.00 x 900
3278,SPG,Day's Range,105.92 - 107.69
3279,SPG,52 Week Range,93.06 - 171.12
3280,SPG,Volume,"1,026,096"
3281,SPG,Avg. Volume,"1,958,719"
3282,SWKS,Previous Close,103.86
3283,SWKS,Open,103.82
3284,SWKS,Bid,102.20 x 900
3285,SWKS,Ask,108.60 x 900
3286,SWKS,Day's Range,102.98 - 104.93
3287,SWKS,52 Week Range,88.76 - 186.87
3288,SWKS,Volume,"1,342,971"
3289,SWKS,Avg. Volume,"1,922,737"
3290,SJM,Previous Close,142.35
3291,SJM,Open,143.35
3292,SJM,Bid,127.79 x 1300
3293,SJM,Ask,0.00 x 800
3294,SJM,Day's Range,142.35 - 144.90
3295,SJM,52 Week Range,118.55 - 146.74
3296,SJM,Volume,"1,037,639"
3297,SJM,Avg. Volume,"907,345"
3298,SNA,Previous Close,230.13
3299,SNA,Open,227.62
3300,SNA,Bid,219.00 x 900
3301,SNA,Ask,230.99 x 1100
3302,SNA,Day's Range,223.50 - 228.02
3303,SNA,52 Week Range,190.08 - 235.36
3304,SNA,Volume,"202,256"
3305,SNA,Avg. Volume,"291,974"
3306,SEDG,Previous Close,288.46
3307,SEDG,Open,289.01
3308,SEDG,Bid,298.00 x 1300
3309,SEDG,Ask,0.00 x 800
3310,SEDG,Day's Range,289.01 - 299.53
3311,SEDG,52 Week Range,200.86 - 389.71
3312,SEDG,Volume,"707,201"
3313,SEDG,Avg. Volume,"981,627"
3314,SO,Previous Close,78.79
3315,SO,Open,79.02
3316,SO,Bid,77.30 x 800
3317,SO,Ask,84.00 x 800
3318,SO,Day's Range,78.31 - 79.15
3319,SO,52 Week Range,60.99 - 80.57
3320,SO,Volume,"2,285,218"
3321,SO,Avg. Volume,"4,451,687"
3322,LUV,Previous Close,37.47
3323,LUV,Open,37.60
3324,LUV,Bid,0.00 x 1100
3325,LUV,Ask,39.06 x 900
3326,LUV,Day's Range,37.43 - 38.08
3327,LUV,52 Week Range,34.36 - 56.33
3328,LUV,Volume,"6,024,675"
3329,LUV,Avg. Volume,"5,688,725"
3330,SWK,Previous Close,92.33
3331,SWK,Open,92.06
3332,SWK,Bid,0.00 x 800
3333,SWK,Ask,0.00 x 1000
3334,SWK,Day's Range,91.48 - 93.79
3335,SWK,52 Week Range,91.48 - 199.20
3336,SWK,Volume,"1,371,614"
3337,SWK,Avg. Volume,"1,977,916"
3338,SBUX,Previous Close,84.69
3339,SBUX,Open,84.76
3340,SBUX,Bid,86.14 x 900
3341,SBUX,Ask,86.94 x 800
3342,SBUX,Day's Range,84.48 - 86.47
3343,SBUX,52 Week Range,68.39 - 120.76
3344,SBUX,Volume,"4,385,983"
3345,SBUX,Avg. Volume,"7,111,220"
3346,STT,Previous Close,70.77
3347,STT,Open,70.54
3348,STT,Bid,0.00 x 1100
3349,STT,Ask,71.99 x 900
3350,STT,Day's Range,70.01 - 71.24
3351,STT,52 Week Range,58.80 - 104.87
3352,STT,Volume,"849,660"
3353,STT,Avg. Volume,"2,413,995"
3354,STE,Previous Close,207.99
3355,STE,Open,206.90
3356,STE,Bid,207.43 x 800
3357,STE,Ask,208.22 x 800
3358,STE,Day's Range,206.33 - 208.43
3359,STE,52 Week Range,192.40 - 255.93
3360,STE,Volume,"32,083"
3361,STE,Avg. Volume,"514,762"
3362,SYK,Previous Close,209.14
3363,SYK,Open,208.95
3364,SYK,Bid,0.00 x 900
3365,SYK,Ask,222.14 x 1100
3366,SYK,Day's Range,208.56 - 212.91
3367,SYK,52 Week Range,188.84 - 281.16
3368,SYK,Volume,"1,471,947"
3369,SYK,Avg. Volume,"1,443,790"
3370,SIVB,Previous Close,422.51
3371,SIVB,Open,424.63
3372,SIVB,Bid,0.00 x 800
3373,SIVB,Ask,484.75 x 1000
3374,SIVB,Day's Range,422.54 - 433.40
3375,SIVB,52 Week Range,355.37 - 763.22
3376,SIVB,Volume,"318,161"
3377,SIVB,Avg. Volume,"561,654"
3378,SYF,Previous Close,34.00
3379,SYF,Open,34.00
3380,SYF,Bid,34.51 x 2900
3381,SYF,Ask,34.90 x 800
3382,SYF,Day's Range,33.71 - 34.58
3383,SYF,52 Week Range,27.22 - 52.49
3384,SYF,Volume,"3,329,519"
3385,SYF,Avg. Volume,"5,895,782"
3386,SNPS,Previous Close,359.00
3387,SNPS,Open,357.78
3388,SNPS,Bid,347.92 x 1000
3389,SNPS,Ask,0.00 x 900
3390,SNPS,Day's Range,355.38 - 360.54
3391,SNPS,52 Week Range,255.02 - 391.17
3392,SNPS,Volume,"694,868"
3393,SNPS,Avg. Volume,"932,293"
3394,SYY,Previous Close,85.28
3395,SYY,Open,85.63
3396,SYY,Bid,85.92 x 1200
3397,SYY,Ask,87.58 x 900
3398,SYY,Day's Range,85.27 - 86.13
3399,SYY,52 Week Range,68.05 - 91.53
3400,SYY,Volume,"1,444,261"
3401,SYY,Avg. Volume,"2,223,387"
3402,TMUS,Previous Close,143.86
3403,TMUS,Open,143.51
3404,TMUS,Bid,145.53 x 800
3405,TMUS,Ask,147.49 x 800
3406,TMUS,Day's Range,142.88 - 146.51
3407,TMUS,52 Week Range,101.51 - 147.68
3408,TMUS,Volume,"4,701,700"
3409,TMUS,Avg. Volume,"4,135,869"
3410,TROW,Previous Close,124.45
3411,TROW,Open,124.29
3412,TROW,Bid,115.10 x 900
3413,TROW,Ask,135.00 x 900
3414,TROW,Day's Range,124.01 - 126.44
3415,TROW,52 Week Range,104.72 - 224.56
3416,TROW,Volume,"911,203"
3417,TROW,Avg. Volume,"1,558,050"
3418,TTWO,Previous Close,124.36
3419,TTWO,Open,124.61
3420,TTWO,Bid,0.00 x 800
3421,TTWO,Ask,126.45 x 900
3422,TTWO,Day's Range,123.17 - 125.40
3423,TTWO,52 Week Range,101.85 - 195.83
3424,TTWO,Volume,"996,688"
3425,TTWO,Avg. Volume,"2,196,296"
3426,TPR,Previous Close,36.24
3427,TPR,Open,36.20
3428,TPR,Bid,0.00 x 800
3429,TPR,Ask,0.00 x 800
3430,TPR,Day's Range,35.88 - 36.52
3431,TPR,52 Week Range,26.39 - 47.05
3432,TPR,Volume,"2,905,143"
3433,TPR,Avg. Volume,"3,526,832"
3434,TGT,Previous Close,161.97
3435,TGT,Open,162.07
3436,TGT,Bid,0.00 x 1000
3437,TGT,Ask,166.10 x 1000
3438,TGT,Day's Range,159.72 - 164.54
3439,TGT,52 Week Range,137.16 - 268.98
3440,TGT,Volume,"3,340,265"
3441,TGT,Avg. Volume,"5,049,735"
3442,TEL,Previous Close,134.87
3443,TEL,Open,132.64
3444,TEL,Bid,129.65 x 800
3445,TEL,Ask,129.69 x 800
3446,TEL,Day's Range,129.58 - 132.70
3447,TEL,52 Week Range,107.12 - 166.44
3448,TEL,Volume,"1,064,508"
3449,TEL,Avg. Volume,"1,460,212"
3450,TDY,Previous Close,391.40
3451,TDY,Open,386.94
3452,TDY,Bid,392.82 x 800
3453,TDY,Ask,392.89 x 900
3454,TDY,Day's Range,384.48 - 395.16
3455,TDY,52 Week Range,344.66 - 493.97
3456,TDY,Volume,"152,300"
3457,TDY,Avg. Volume,"315,650"
3458,TFX,Previous Close,245.69
3459,TFX,Open,241.89
3460,TFX,Bid,239.86 x 1200
3461,TFX,Ask,239.94 x 1000
3462,TFX,Day's Range,235.72 - 243.49
3463,TFX,52 Week Range,235.01 - 405.90
3464,TFX,Volume,"1,679,608"
3465,TFX,Avg. Volume,"419,545"
3466,TER,Previous Close,92.98
3467,TER,Open,93.23
3468,TER,Bid,92.47 x 900
3469,TER,Ask,0.00 x 900
3470,TER,Day's Range,91.87 - 93.56
3471,TER,52 Week Range,82.97 - 168.91
3472,TER,Volume,"1,209,882"
3473,TER,Avg. Volume,"1,746,737"
3474,TSLA,Previous Close,889.36
3475,TSLA,Open,892.69
3476,TSLA,Bid,0.00 x 2900
3477,TSLA,Ask,0.00 x 900
3478,TSLA,Day's Range,889.52 - 910.94
3479,TSLA,52 Week Range,"620.57 - 1,243.49"
3480,TSLA,Volume,"19,086,572"
3481,TSLA,Avg. Volume,"29,531,377"
3482,TXN,Previous Close,172.52
3483,TXN,Open,171.41
3484,TXN,Bid,169.02 x 800
3485,TXN,Ask,0.00 x 900
3486,TXN,Day's Range,170.75 - 172.59
3487,TXN,52 Week Range,144.46 - 202.26
3488,TXN,Volume,"3,037,795"
3489,TXN,Avg. Volume,"5,443,661"
3490,TXT,Previous Close,64.78
3491,TXT,Open,65.00
3492,TXT,Bid,0.00 x 1000
3493,TXT,Ask,0.00 x 800
3494,TXT,Day's Range,64.75 - 65.44
3495,TXT,52 Week Range,57.11 - 79.45
3496,TXT,Volume,"708,447"
3497,TXT,Avg. Volume,"1,051,459"
3498,TMO,Previous Close,572.97
3499,TMO,Open,572.98
3500,TMO,Bid,0.00 x 1200
3501,TMO,Ask,604.00 x 1000
3502,TMO,Day's Range,570.98 - 576.19
3503,TMO,52 Week Range,497.83 - 672.34
3504,TMO,Volume,"826,323"
3505,TMO,Avg. Volume,"1,227,804"
3506,TJX,Previous Close,63.89
3507,TJX,Open,63.64
3508,TJX,Bid,0.00 x 2200
3509,TJX,Ask,65.81 x 900
3510,TJX,Day's Range,63.26 - 64.95
3511,TJX,52 Week Range,53.69 - 77.35
3512,TJX,Volume,"5,445,482"
3513,TJX,Avg. Volume,"5,844,025"
3514,TSCO,Previous Close,200.03
3515,TSCO,Open,200.00
3516,TSCO,Bid,0.00 x 800
3517,TSCO,Ask,0.00 x 800
3518,TSCO,Day's Range,198.53 - 201.57
3519,TSCO,52 Week Range,166.49 - 241.54
3520,TSCO,Volume,"749,019"
3521,TSCO,Avg. Volume,"1,139,285"
3522,TT,Previous Close,157.86
3523,TT,Open,157.45
3524,TT,Bid,0.00 x 800
3525,TT,Ask,0.00 x 800
3526,TT,Day's Range,156.94 - 158.58
3527,TT,52 Week Range,120.64 - 204.23
3528,TT,Volume,"982,465"
3529,TT,Avg. Volume,"1,369,066"
3530,TDG,Previous Close,646.00
3531,TDG,Open,635.72
3532,TDG,Bid,0.00 x 900
3533,TDG,Ask,"1,012.36 x 800"
3534,TDG,Day's Range,630.09 - 639.37
3535,TDG,52 Week Range,500.08 - 686.06
3536,TDG,Volume,"508,943"
3537,TDG,Avg. Volume,"310,083"
3538,TRV,Previous Close,168.29
3539,TRV,Open,167.94
3540,TRV,Bid,166.50 x 1200
3541,TRV,Ask,0.00 x 800
3542,TRV,Day's Range,167.24 - 168.79
3543,TRV,52 Week Range,145.40 - 187.98
3544,TRV,Volume,"618,859"
3545,TRV,Avg. Volume,"1,158,424"
3546,TRMB,Previous Close,71.74
3547,TRMB,Open,71.56
3548,TRMB,Bid,71.70 x 900
3549,TRMB,Ask,71.72 x 1200
3550,TRMB,Day's Range,71.07 - 72.24
3551,TRMB,52 Week Range,55.35 - 96.49
3552,TRMB,Volume,"229,380"
3553,TRMB,Avg. Volume,"1,096,851"
3554,TFC,Previous Close,49.27
3555,TFC,Open,49.10
3556,TFC,Bid,0.00 x 1400
3557,TFC,Ask,50.80 x 800
3558,TFC,Day's Range,48.85 - 49.44
3559,TFC,52 Week Range,44.68 - 68.95
3560,TFC,Volume,"2,418,012"
3561,TFC,Avg. Volume,"5,582,193"
3562,TWTR,Previous Close,39.86
3563,TWTR,Open,39.28
3564,TWTR,Bid,0.00 x 2200
3565,TWTR,Ask,40.97 x 900
3566,TWTR,Day's Range,38.77 - 40.99
3567,TWTR,52 Week Range,31.30 - 68.41
3568,TWTR,Volume,"16,945,347"
3569,TWTR,Avg. Volume,"14,865,495"
3570,TYL,Previous Close,387.28
3571,TYL,Open,390.06
3572,TYL,Bid,0.00 x 800
3573,TYL,Ask,0.00 x 800
3574,TYL,Day's Range,387.33 - 390.40
3575,TYL,52 Week Range,300.85 - 557.55
3576,TYL,Volume,"112,735"
3577,TYL,Avg. Volume,"249,387"
3578,TSN,Previous Close,79.83
3579,TSN,Open,79.98
3580,TSN,Bid,79.64 x 1300
3581,TSN,Ask,0.00 x 800
3582,TSN,Day's Range,78.80 - 79.99
3583,TSN,52 Week Range,74.43 - 100.72
3584,TSN,Volume,"1,564,087"
3585,TSN,Avg. Volume,"1,862,466"
3586,USB,Previous Close,47.41
3587,USB,Open,47.10
3588,USB,Bid,0.00 x 2200
3589,USB,Ask,0.00 x 1800
3590,USB,Day's Range,46.81 - 47.34
3591,USB,52 Week Range,43.75 - 63.57
3592,USB,Volume,"4,536,656"
3593,USB,Avg. Volume,"6,624,904"
3594,UDR,Previous Close,48.83
3595,UDR,Open,48.55
3596,UDR,Bid,48.43 x 1100
3597,UDR,Ask,48.44 x 800
3598,UDR,Day's Range,48.25 - 48.75
3599,UDR,52 Week Range,42.00 - 61.06
3600,UDR,Volume,"130,696"
3601,UDR,Avg. Volume,"2,060,238"
3602,ULTA,Previous Close,401.31
3603,ULTA,Open,403.70
3604,ULTA,Bid,405.10 x 1100
3605,ULTA,Ask,0.00 x 800
3606,ULTA,Day's Range,400.16 - 415.03
3607,ULTA,52 Week Range,330.80 - 438.63
3608,ULTA,Volume,"832,242"
3609,ULTA,Avg. Volume,"859,301"
3610,UNP,Previous Close,237.64
3611,UNP,Open,237.33
3612,UNP,Bid,231.84 x 1000
3613,UNP,Ask,244.80 x 900
3614,UNP,Day's Range,236.85 - 239.02
3615,UNP,52 Week Range,195.68 - 278.94
3616,UNP,Volume,"1,577,579"
3617,UNP,Avg. Volume,"2,470,074"
3618,UAL,Previous Close,36.91
3619,UAL,Open,36.95
3620,UAL,Bid,37.54 x 900
3621,UAL,Ask,0.00 x 2200
3622,UAL,Day's Range,36.61 - 37.69
3623,UAL,52 Week Range,30.54 - 54.52
3624,UAL,Volume,"5,387,622"
3625,UAL,Avg. Volume,"10,860,691"
3626,UPS,Previous Close,205.27
3627,UPS,Open,203.90
3628,UPS,Bid,0.00 x 800
3629,UPS,Ask,0.00 x 900
3630,UPS,Day's Range,202.87 - 205.09
3631,UPS,52 Week Range,165.34 - 233.72
3632,UPS,Volume,"1,984,016"
3633,UPS,Avg. Volume,"2,922,500"
3634,URI,Previous Close,307.01
3635,URI,Open,307.00
3636,URI,Bid,0.00 x 800
3637,URI,Ask,368.00 x 800
3638,URI,Day's Range,304.27 - 313.98
3639,URI,52 Week Range,230.54 - 414.99
3640,URI,Volume,"513,122"
3641,URI,Avg. Volume,"742,701"
3642,UNH,Previous Close,535.80
3643,UNH,Open,536.68
3644,UNH,Bid,521.00 x 1000
3645,UNH,Ask,546.00 x 900
3646,UNH,Day's Range,535.02 - 539.86
3647,UNH,52 Week Range,383.12 - 553.29
3648,UNH,Volume,"1,663,654"
3649,UNH,Avg. Volume,"3,054,283"
3650,UHS,Previous Close,112.47
3651,UHS,Open,111.71
3652,UHS,Bid,111.70 x 800
3653,UHS,Ask,111.89 x 1000
3654,UHS,Day's Range,110.83 - 112.27
3655,UHS,52 Week Range,98.63 - 162.23
3656,UHS,Volume,"40,968"
3657,UHS,Avg. Volume,"862,982"
3658,VLO,Previous Close,122.11
3659,VLO,Open,122.51
3660,VLO,Bid,122.00 x 900
3661,VLO,Ask,124.80 x 800
3662,VLO,Day's Range,121.06 - 124.28
3663,VLO,52 Week Range,61.86 - 146.81
3664,VLO,Volume,"3,354,546"
3665,VLO,Avg. Volume,"5,181,780"
3666,VTR,Previous Close,48.16
3667,VTR,Open,48.13
3668,VTR,Bid,0.00 x 800
3669,VTR,Ask,0.00 x 800
3670,VTR,Day's Range,48.04 - 48.70
3671,VTR,52 Week Range,45.44 - 64.02
3672,VTR,Volume,"1,594,290"
3673,VTR,Avg. Volume,"1,829,650"
3674,VRSN,Previous Close,201.47
3675,VRSN,Open,199.97
3676,VRSN,Bid,195.71 x 900
3677,VRSN,Ask,195.79 x 1300
3678,VRSN,Day's Range,195.52 - 200.50
3679,VRSN,52 Week Range,155.25 - 257.03
3680,VRSN,Volume,"363,228"
3681,VRSN,Avg. Volume,"633,166"
3682,VRSK,Previous Close,200.57
3683,VRSK,Open,200.07
3684,VRSK,Bid,199.20 x 900
3685,VRSK,Ask,199.28 x 900
3686,VRSK,Day's Range,198.75 - 201.09
3687,VRSK,52 Week Range,156.05 - 231.57
3688,VRSK,Volume,"307,242"
3689,VRSK,Avg. Volume,"774,967"
3690,VZ,Previous Close,43.47
3691,VZ,Open,43.55
3692,VZ,Bid,0.00 x 3100
3693,VZ,Ask,0.00 x 2900
3694,VZ,Day's Range,43.22 - 43.63
3695,VZ,52 Week Range,43.22 - 55.51
3696,VZ,Volume,"16,742,570"
3697,VZ,Avg. Volume,"19,340,130"
3698,VRTX,Previous Close,286.25
3699,VRTX,Open,287.35
3700,VRTX,Bid,0.00 x 800
3701,VRTX,Ask,0.00 x 800
3702,VRTX,Day's Range,285.03 - 291.96
3703,VRTX,52 Week Range,176.36 - 305.95
3704,VRTX,Volume,"910,166"
3705,VRTX,Avg. Volume,"1,559,698"
3706,VFC,Previous Close,43.41
3707,VFC,Open,43.43
3708,VFC,Bid,43.56 x 800
3709,VFC,Ask,44.20 x 800
3710,VFC,Day's Range,43.14 - 43.99
3711,VFC,52 Week Range,42.98 - 78.91
3712,VFC,Volume,"1,920,275"
3713,VFC,Avg. Volume,"3,124,054"
3714,VTRS,Previous Close,10.15
3715,VTRS,Open,10.15
3716,VTRS,Bid,9.87 x 4000
3717,VTRS,Ask,10.20 x 4000
3718,VTRS,Day's Range,9.98 - 10.23
3719,VTRS,52 Week Range,9.45 - 15.60
3720,VTRS,Volume,"4,523,767"
3721,VTRS,Avg. Volume,"11,093,625"
3722,VICI,Previous Close,33.69
3723,VICI,Open,33.77
3724,VICI,Bid,32.00 x 1200
3725,VICI,Ask,0.00 x 3000
3726,VICI,Day's Range,33.66 - 34.26
3727,VICI,52 Week Range,26.23 - 35.69
3728,VICI,Volume,"8,408,079"
3729,VICI,Avg. Volume,"13,593,885"
3730,V,Previous Close,206.80
3731,V,Open,206.63
3732,V,Bid,207.72 x 1200
3733,V,Ask,208.75 x 900
3734,V,Day's Range,205.68 - 208.35
3735,V,52 Week Range,185.91 - 236.96
3736,V,Volume,"4,106,296"
3737,V,Avg. Volume,"6,065,279"
3738,VNO,Previous Close,27.97
3739,VNO,Open,27.98
3740,VNO,Bid,0.00 x 1300
3741,VNO,Ask,0.00 x 800
3742,VNO,Day's Range,27.67 - 28.02
3743,VNO,52 Week Range,27.35 - 47.26
3744,VNO,Volume,"1,519,948"
3745,VNO,Avg. Volume,"1,926,766"
3746,VMC,Previous Close,171.15
3747,VMC,Open,171.10
3748,VMC,Bid,152.91 x 800
3749,VMC,Ask,174.29 x 900
3750,VMC,Day's Range,169.91 - 172.40
3751,VMC,52 Week Range,137.54 - 213.65
3752,VMC,Volume,"709,931"
3753,VMC,Avg. Volume,"704,351"
3754,WAB,Previous Close,91.30
3755,WAB,Open,91.43
3756,WAB,Bid,91.88 x 1000
3757,WAB,Ask,91.89 x 1000
